SR_NUM_1,SR_NUM_2,SITE_NAME_1,SITE_NAME_2,SITE_NAME_COMPARISON_SCORE,STATE_1,STATE_2,STATE_COMPARISON_SCORE,CITY_1,CITY_2,CITY_COMPARISON_SCORE,CONCAT_ADDRESS_1,CONCAT_ADDRESS_2,CONCAT_ADDRESS_COMPARISON_SCORE,POSTAL_CODE_1,POSTAL_CODE_2,POSTAL_CODE_COMPARISON_SCORE,NUM_OF_MATCHES_FOUND
13607,13605,Istanbul University Cerrahpasa Medical Faculty Hospital,Istanbul University Cerrahpasa Medical Faculty Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Cerrahpasa Mah., FatihIc Hastaliklari Anabilim Dali Tibbi Onkoloji Bolumu",181 Cerrahpasa Street,3.0,34098,34098,1.0,7.0
13608,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13609,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13610,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13611,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13612,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13613,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13614,13608,Acibadem Fulya Hospital,Acibadem Fulya Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas","Dikilitas Mah. Hakki Yeten Cad. Yesilcimen Sok.No:23, Fulya, Besiktas",3.0,34349,34349,1.0,7.0
13615,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13616,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13617,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13618,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13619,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13620,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13621,13615,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,Istanbul Universitesi Istanbul Tip Fakultesi Hastanesi,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Tesvikiye Cad.Gastroenteroloji BD,Tesvikiye Cad.Gastroenteroloji BD,3.0,34360,34360,1.0,7.0
13622,13622,Medicana International Istanbul Hospital,Medicana International Istanbul Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Beylikduzu Caddesi No: 3, Beylikduzu","Beylikduzu Caddesi No: 3, Beylikduzu",3.0,34520,34520,1.0,7.0
13623,13622,Medicana International Istanbul Hospital,Medicana International Istanbul Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Beylikduzu Caddesi No: 3, Beylikduzu","Beylikduzu Caddesi No: 3, Beylikduzu",3.0,34520,34520,1.0,7.0
13624,13622,Medicana International Istanbul Hospital,Medicana International Istanbul Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Beylikduzu Caddesi No: 3, Beylikduzu","Beylikduzu Caddesi No: 3, Beylikduzu",3.0,34520,34520,1.0,7.0
13625,13622,Medicana International Istanbul Hospital,Medicana International Istanbul Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Beylikduzu Caddesi No: 3, Beylikduzu","Beylikduzu Caddesi No: 3, Beylikduzu",3.0,34520,34520,1.0,7.0
13626,13622,Medicana International Istanbul Hospital,Medicana International Istanbul Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Beylikduzu Caddesi No: 3, Beylikduzu","Beylikduzu Caddesi No: 3, Beylikduzu",3.0,34520,34520,1.0,7.0
13627,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13628,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13629,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13630,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13631,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13632,13627,Acibadem Altunizade Hospital,Acibadem Altunizade Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Yurtcan Sokagi No:1, UskudarGastroenterology","Yurtcan Sokagi No:1, UskudarGastroenterology",3.0,34662,34662,1.0,7.0
13633,13633,Haydarpasa Numune Education and Research Hospital,Haydarpasa Numune Education and Research Hospital,1.0,Istanbul,Istanbul,1.0,Üsküdar,Üsküdar,1.0,"Selimiye, Tibbiye Cad. No: 40Gastroenteroloji Bilim Dali","Selimiye, Tibbiye Cad. No: 40Gastroenteroloji Bilim Dali",3.0,34668,34668,1.0,7.0
13634,13634,T.C. Saglik Bakanligi Goztepe Prof. Dr. Suleyman Yalcin City Hospital,T.C. Saglik Bakanligi Goztepe Prof. Dr. Suleyman Yalcin City Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Egitim Mahallesi, Fahrettin Kerim Gokay Caddesi, No: 161/1Merdivenkoy Poliklinigi, Tibbi Onkoloji Bolumu","Egitim Mahallesi, Fahrettin Kerim Gokay Caddesi, No: 161/1Merdivenkoy Poliklinigi, Tibbi Onkoloji Bolumu",3.0,34722,34722,1.0,7.0
13635,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,3.0,34742,34742,1.0,7.0
13636,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Inonu Cad. Okur Sok. No.20 KozyatagiIc Hastaliklari Ana Bilim Dali ,Gastroenteroloji Bilim Dali",Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,0.0,34742,34742,1.0,4.0
13637,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Inonu Cad. Okur Sok. No.20 KozyatagiIc Hastaliklari Ana Bilim Dali ,Gastroenteroloji Bilim Dali",Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,3.0,34742,34742,1.0,7.0
13638,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Inonu Cad. Okur Sok. No.20 KozyatagiIc Hastaliklari Ana Bilim Dali ,Gastroenteroloji Bilim Dali",Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,3.0,34742,34742,1.0,7.0
13639,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Inonu Cad. Okur Sok. No.20 KozyatagiIc Hastaliklari Ana Bilim Dali ,Gastroenteroloji Bilim Dali",Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,3.0,34742,34742,1.0,7.0
13640,13635,Acibadem Kozyatagi Hospital,Acibadem Kozyatagi Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Inonu Cad. Okur Sok. No.20 KozyatagiIc Hastaliklari Ana Bilim Dali ,Gastroenteroloji Bilim Dali",Inonu Cad. Okur Sok. No.20 KozyatagiGastroenteroloji,3.0,34742,34742,1.0,7.0
13641,13641,Marmara University Pendik Training and Research Hospital,Marmara University Pendik Training and Research Hospital,1.0,Istanbul,Istanbul,1.0,Istanbul,Istanbul,1.0,"Fevzi Cakmak Mahallesi, Muhsin Yazicioglu Cd No:10Tibbi Onkoloji Bolumu","Fevzi Cakmak Mahallesi, Muhsin Yazicioglu Cd No:10Tibbi Onkoloji Bolumu",3.0,34899,34899,1.0,7.0
13642,13642,Dokuz Eylul University Medical Faculty,Dokuz Eylul University Medical Faculty,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali","BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali",3.0,35040,35040,1.0,7.0
13643,13643,Ege Universitesi Tip Fakultesi Hastanesi,Ege Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali","BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali",3.0,35040,35040,1.0,7.0
13644,13643,Ege Universitesi Tip Fakultesi Hastanesi,Ege Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali","BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali",3.0,35040,35040,1.0,7.0
13645,13643,Ege Universitesi Tip Fakultesi Hastanesi,Ege Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali","BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali",3.0,35040,35040,1.0,7.0
13646,13643,Ege Universitesi Tip Fakultesi Hastanesi,Ege Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali","BornovaIc Hastaliklari Anabilim Dali, Hematoloji Bilim Dali",3.0,35040,35040,1.0,7.0
13647,13647,Dokuz Eylul University Medical Faculty,Dokuz Eylul University Medical Faculty,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Bornova,Bornova,3.0,35100,35100,1.0,7.0
13648,13647,Ege Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul University Medical Faculty,0.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Bornova,Bornova,3.0,35100,35100,1.0,6.0
13649,13647,Ege Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul University Medical Faculty,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,BornovaEge University Faculty of Medicine Hematology Unit,Bornova,0.0,35100,35100,1.0,4.0
13650,13647,Ege Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul University Medical Faculty,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Universite Street,Bornova,0.0,35100,35100,1.0,4.0
13651,13647,Ege University Medical Faculty,Dokuz Eylul University Medical Faculty,0.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Bornova,Bornova,3.0,35100,35100,1.0,6.0
13652,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13653,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13654,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13655,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13656,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13657,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13658,13652,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,7.0
13659,13652,Dokuz Eylul University Medical Faculty,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,0.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,"Mithatpasa cad. no 1606Inciralti yerleskesi Balcova, Hematology",Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,3.0,35340,35340,1.0,6.0
13660,13652,Dokuz Eylul University Medical Faculty,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa Street,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,0.0,35340,35340,1.0,4.0
13661,13652,Dokuz Eylul University Medical Faculty,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa StreetOnkoloji Enstitusu/ Hematoloji Bolumu,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,0.0,35340,35340,1.0,4.0
13662,13652,Dokuz Eylul University Medical Faculty,Dokuz Eylul Universitesi Tip Fakultesi Hastanesi,1.0,Izmir,Izmir,1.0,Izmir,Izmir,1.0,Mithatpasa Street Inciralti,Mithatpasa cad. no 1606 Inciralti yerleskesi Balcova,0.0,35340,35340,1.0,4.0
13663,13663,Erciyes University School of Medicine,Erciyes University School of Medicine,1.0,Kayseri,Kayseri,1.0,Kayseri,Kayseri,1.0,Talas WayCardiology Department,Talas WayCardiology Department,3.0,38039,38039,1.0,7.0
13664,13664,Kocaeli University Hospital,Kocaeli University Hospital,1.0,Kocaeli,Kocaeli,1.0,Kocaeli,Kocaeli,1.0,Umuttepe YerleskesiMedical Oncology Department,Umuttepe YerleskesiMedical Oncology Department,3.0,41380,41380,1.0,7.0
13665,13665,Johns Hopkins Medicine - Anadolu Saglik Merkezi,Johns Hopkins Medicine - Anadolu Saglik Merkezi,1.0,Kocaeli,Kocaeli,1.0,Gebze,Gebze,1.0,Cumhuriyet Mahallesi 2255 Sokak No 3,Cumhuriyet Mahallesi 2255 Sokak No 3,3.0,41400,41400,1.0,7.0
13666,13666,Ondokuz Mayis Universitesi Tip Fakultesi Hastanesi,Ondokuz Mayis Universitesi Tip Fakultesi Hastanesi,1.0,Samsun,Samsun,1.0,Samsun,Samsun,1.0,KurupelitIc Hastaliklari Anabilim Dali Hematoloji Bilim Dali,KurupelitIc Hastaliklari Anabilim Dali Hematoloji Bilim Dali,3.0,55139,55139,1.0,7.0
13667,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13668,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13669,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13670,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13671,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13672,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13673,13667,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,Turkiye Yuksek Ihtisas Egitim ve Arastirma Hastanesi,1.0,Ankara,Ankara,1.0,Ankara,Ankara,1.0,Ataturk Bulvari Kızılay Sokak No:4,Ataturk Bulvari Kızılay Sokak No:4,3.0,6100,6100,1.0,7.0
13674,13674,Karadeniz Technical University Faculty of Medicine,Karadeniz Technical University Faculty of Medicine,1.0,Trabzon,Trabzon,1.0,Trabzon,Trabzon,1.0,Farabi StreetHematoloji Bilim Dali,Farabi StreetHematoloji Bilim Dali,3.0,61080,61080,1.0,7.0
13675,13675,SAKARYA University Medical Faculty,SAKARYA University Medical Faculty,1.0,Sakarya,Sakarya,1.0,Sakarya,Sakarya,1.0,Sakarya Universitesi Tip Fakultesi DekanligiMedical Oncology Department,Sakarya Universitesi Tip Fakultesi DekanligiMedical Oncology Department,3.0,811,811,1.0,7.0
