SR_NUM,SOURCE_IDENTIFIER,DATA_SOURCE_NAME,PROTOCOL_NUMBER,SITE_NUM,UNIQUE_SITE_ID,COUNTRY,SITE_NAME,STATE,CITY,POSTAL_CODE,SITE_STATUS,rnum,CONCAT_ADDRESS
16928,CDM,PPD,SHP647-301,1-ZH6JM0,,United_States,theodore wells md,new york,buffalo,14214,,1870,2157 main street
16935,CDM,PPD,C16014,1-ARAIX,,United_States,buffalo va medical center  navref  ppds,new york,buffalo,14215,,1877,3495 bailey avenue
16936,CDM,PPD,C16029,1-YQM9CB,,United_States,va western new york healthcare system  navref  ppds,new york,buffalo,14215,,1878,3495 bailey avenueoncology department
16938,CDM,PPD,C16014,1-AGGB2,,United_States,zale bernstein md pc,new york,buffalo,14215,,1880,462 grider street
16939,CDM,PPD,SHP647-301,1-ZUUUKF,,United_States,buffalo medical group pc,new york,williamsville,14221,,1881,9 limestone drive
16943,CDM,PPD,SHP647-305,1-ZUXXNM,,United_States,gastroenterology associates llp,new york,williamsville,14221,,1885,60 maple roadsuite 1
16945,CDM,PPD,SHP647-301,1-ZUUUO6,,United_States,main gastroenterology,new york,williamsville,14221,,1887,8201 main streetsuite 4
16947,CDM,PPD,MLN0002-3025,1-8V4LY7K,,United_States,center for digestive diseases,new york,buffalo,142212644,,1889,1000 youngs rd ste 205
16949,CDM,PPD,SHP647-304,1-24J3X14,,United_States,gastroenterology associates llp,new york,buffalo,142212917,,1891,60 maple road
16955,CDM,PPD,SHP647-305,1-10NKVV0,,United_States,university at buffalo,new york,buffalo,14222,,1897,219 bryant streetdigestive diseases and nutrition center
16959,CDM,PPD,SHP647-305,1-24SWYMQ,,United_States,crouse hospital,new york,west seneca,14224,,1901,3050 orchard park road
16960,CDM,PPD,SHP647-304,1-24J3WV2,,United_States,wny gi connection pllc,new york,west seneca,14224,,1902,3050 orchard park road
16966,CDM,PPD,TAK-071-2002,1-65R9SEE,,United_States,dent neurologic institute,new york,amherst,14226,,1908,3980 sheridan driveneurologysuite 304
16982,CDM,PRA,Ponatinib-3001,58014,1-1KR0CT3,United_States,roswell park cancer institute,ny,buffalo,14263,,1924,cancer cell centerelm  carlton streetsroom 506
16985,CDM,PPD,TAK-007-2001,1-6ZX3V4U,,United_States,roswell park comprehensive cancer center,new york,buffalo,14263,,1927,elm and carlton streetshealth research inc
16986,CDM,PRA,Vedolizumab-3035,58040,1-1OZBSGZ,United_States,roswell park comprehensive cancer center,ny,buffalo,14263,,1928,665 elm street
16987,CDM,PPD,SHP647-305,1-ZVDS6F,,United_States,north worcester gastroenterology center pc,massachusetts,leominster,1453,,1929,105 erdman way
16989,CDM,PPD,SHP647-305,1-1118OB7,,United_States,rochester institute for digestive diseases,new york,rochester,14607,,1931,222 alexander street
16991,CDM,PRA,Zik-101,58005,1-1GIH3BA,United_States,rochester clinical research,ny,rochester,14609,,1933,500 helendale roadsuite l20
16992,CDM,PPD,C16014,1-HCRTA,,United_States,unity health system,new york,rochester,14611,,1934,89 genesee streetkearney building  attn barbara porter
16993,CDM,IQVIA,TAK-831-2002,58021,1-4N3EVUW,United_States,finger lakes clinical research,rochester,new york,14618,,1935,885 winton road south
16994,CDM,PPD,SHP647-301,1-ZWXR40,,United_States,gastroenterology group of rochester,new york,rochester,14618,,1936,2080 clinton avenue south
16996,CDM,PPD,SHP647-305,1-109GCS9,,United_States,university of rochester medical center  ppds,new york,rochester,14618,,1938,1065 senator keating boulevardsuite 220
16998,CDM,PPD,TAK-071-2002,1-B8X39SX,,United_States,university of rochester medicine  movement disorders unit,new york,rochester,146182628,,1940,919 westfall rd ste 220
17000,CDM,PPD,C16014,1-HDKZZ,,United_States,university of rochester  highland hospital  ppds,new york,rochester,14620,,1942,1000 south avenue
17001,CDM,PPD,NSMM-5001,1-LECJJY,,United_States,university of rochester  rochester general hospital  ppds,new york,rochester,14621,,1943,1425 portland avenue
17004,CDM,PPD,SHP607-202,1-15NMQZU,,United_States,university of rochester medical center  ppds,new york,rochester,14621,,1946,601 elmwood avenue
17006,CDM,PPD,C16019,1-CIZIEG,,United_States,interlakes foundation inc,new york,rochester,14623,,1948,211 white spruce boulevard
17010,CDM,PPD,TAK-007-2001,1-7EZ4UFS,,United_States,james p wilmot cancer center,new york,rochester,14642,,1952,601 elmwood aveuniversity of rochester medical center
17011,CDM,PPD,SHP647-305,1-Y0ZAK6,,United_States,strong memorial hospital,new york,rochester,14642,,1953,601 elmwood avenue
17020,CDM,ICON,C25003,,84503,United_States,university of rochester,new york,rochester,14642,,1962,james p wilmot cancer center601 elmwood avenue box 704
17022,CDM,IQVIA,NOR-213,204-01003,1-2XU6CPG,United_States,university of rochester,rochester,new york,14642,,1964,601 elmwood avenue box 677room 35021
17035,CDM,PPD,Pevonedistat-1016,1-3SBUXJD,,United_States,james p wilmot cancer center,new york,rochester,146420001,,1977,601 elmwood avenue
17037,CDM,PPD,Pevonedistat-3001,1-16PZHFP,,United_States,university of rochester medical center  ppds,new york,rochester,146420001,,1979,601 elmwood avenuelaboratory medicine and pathology
17039,CDM,PPD,MLN0002-3025,3025-58017,,United_States,university of rochester medical center – ppds,new york,rochester,146420001,,1981,601 elmwood ave
17041,CDM,IQVIA,161406,161406-107,1-1VK507G,United_States,corning center for clinical research,corning,new york,14830,,1983,88 tioga avenuesuite 102
17042,CDM,PPD,SHP647-305,1-ZWZNSS,,United_States,arnothealth gastroenterology,new york,elmira,14901,,1984,571 saint josephs boulevard
17044,CDM,PPD,SHP647-305,1-ZVCYQS,,United_States,south hills gastroenterology associates,pennsylvania,jefferson hills,15025,,1986,1200 brooks lanesuite g10
17046,CDM,PPD,NSMM-5001,58056,,United_States,veterans affairs pittsburgh healthcare system  navref  ppds,pennsylvania,pittsburgh,15040,,1988,university drive c
17047,CDM,PPD,SHP647-301,1-2057UQC,,United_States,associates in gastroenterology,pennsylvania,wexford,15090,,1989,5500 brooktree roadsuite 201
17054,CDM,PPD,SHP647-305,1-ZH8TXA,,United_States,center for digestive healh  nutritionthree rivers endoscopy center,pennsylvania,moon township,15108,,1996,725 cherrington parkwaysuite 100
17056,CDM,PPD,SHP647-301,1-XZH9NT,,United_States,allegheny general hospital,pennsylvania,pittsburgh,15143,,1998,490 east north avenue
17058,CDM,PPD,HGT-HIT-046,006,,United_States,childrens hospital of pittsburgh,pennsylvania,pittsburgh,15201,,2000,45th street and penn avenue
16559,CDM,PPD,C16021,1-8IWLL2,,United_States,arena oncology associates,new york,lake success,11042,,1501,1999 marcus avenuesuite 120
16561,CDM,PPD,C16014,1-B4AP6,,United_States,biomedical research alliance of new york,new york,lake success,11042,,1503,1981 marcus avenue
16562,CDM,PPD,NSMM-5001,58034,,United_States,clinical research alliance inc,new york,lake success,11042,,1504,2001 marcus avenue
16565,CDM,IQVIA,MLN0002SC-3030,58013,1-262JKK5,United_States,long island clinical research associates,lake success,new york,11042,,1507,1999 marcus avenuesuite 300
16566,CDM,PPD,TAK-079-1004,1-5QHGE7I,,United_States,long island jewish medical center,new york,lake success,11042,,1508,2500 marcus avenue
16568,CDM,PPD,Pevonedistat-1016,1-3M8FDWR,,United_States,monter cancer center,new york,lake success,11042,,1510,450 lakeville road
16572,CDM,PRA,Ponatinib-3001,58009,1-1KSCGOA,United_States,monter cancer center,ny,new hyde park,11042,,1514,department of hematology oncology450 lakeville road
16573,CDM,PPD,C16029,1-YQMPHZ,,United_States,north shore university hospitalmanhasset,new york,lake success,11042,,1515,450 lakeville roadsuite 212
16576,CDM,PPD,TAK-788-2001,58005,,United_States,northwell health cancer institute,new york,lake success,11042,,1518,450 lakeville roadmonter cancer center
16578,CDM,PPD,P2002,58021,,United_States,northwell health cancer institute,new york,new hyde park,11042,,1520,450 lakeville road
16582,CDM,PPD,SHP647-306,306-752,,United_States,nyu langone long island clinical research associates,new york,lake success,11042,,1524,1999 marcus avenue
16584,CDM,PPD,SHP647-302,302-752,,United_States,nyu langone long island clinical research associates,new york,lake success,11042,,1526,1999 marcus avenuesuite 160
16589,CDM,PPD,MLN0002-3024,3024-58012,,United_States,the steven and alexandra cohen childrens medical center of new york,new york,lake success,11042,,1531,1991 marcus avenuedivision of pediatric endocrinology
16590,CDM,PPD,SHP647-302,1-15Y7YH1,,United_States,yunis roberts barrau pc,new york,new hyde park,11042,,1532,410 lakeville road
16597,CDM,PPD,MLN0002-3025,3025-58012,,United_States,the steven and alexandra cohen childrens medical center of new york,new york,new hyde park,110422062,,1539,1991 marcus ave ste m1009th tower manhasset
16598,CDM,PPD,SHP647-303,1-246J0JN,,United_States,mount sinai hospital of queens,new york,sunnyside,111042062,,1540,4330 46th streetsuite 1h
16605,CDM,PPD,SHP647-302,1-36BGKAB,,United_States,new york clinical trials,new york,brooklyn,11201,,1547,50 court street10th floor room 1002
16614,CDM,PPD,SHP647-301,1-XFRQBF,,United_States,nyct brooklyn,new york,brooklyn,11201,,1556,50 court street10th floor room 1002
16616,CDM,PPD,SHP647-303,1-2468BC2,,United_States,gastroenterology associates llp,new york,brooklyn,11203,,1558,450 clarkson avenue
16618,CDM,PPD,SHP647-302,1-22G0NKN,,United_States,suny downstate medical center,new york,brooklyn,11203,,1560,450 clarkson avenue
16628,CDM,PPD,SHP647-305,1-ZGHKLH,,United_States,baroukh  robert kodsi md practice,new york,brooklyn,11204,,1570,6010 bay pkwysuite 101
16630,CDM,PPD,SHP647-301,1-YBATTR,,United_States,maimonides medical center,new york,brooklyn,11204,,1572,2202 65th streetfloor 2
16632,CDM,PPD,SHP647-301,1-1117NST,,United_States,healthwise medical associates,new york,brooklyn,11206,,1574,228 bushwick avenue
16634,CDM,PPD,C16029,1-YQMPX0,,United_States,stratton va medical center  navref  ppds,new york,albany,11208,,1576,113 holland avenue
16635,CDM,PPD,SHP647-302,1-1TQOORJ,,United_States,ellipsis research group,new york,brooklyn,11215,,1577,362 9th street
16637,CDM,PPD,SHP647-307,307-410,,United_States,new york total medical care pc,new york,brooklyn,11215,,1579,362 9th street
16642,CDM,PPD,SHP647-302,1-21XXT1B,,United_States,new yorkpresbyterian brooklyn methodist hospital,new york,brooklyn,11215,,1584,506 6th streetendoscopy unit
16649,CDM,PPD,SHP647-304,1-24J3X1T,,United_States,preferred health partners,new york,brooklyn,11217,,1591,447 atlantic avenue
16656,CDM,PPD,SHP607-202,1-18ASHCM,,United_States,maimonides medical center,new york,brooklyn,11219,,1598,4802 10th avenuek113
16658,CDM,PPD,MLN0002-3024,1-7JXXRBC,,United_States,brookdale university hospital and medical center,new york,brooklyn,11220,,1600,1 bookdale place
16659,CDM,PPD,SHP647-301,1-ZGHKMH,,United_States,frank j lacqua md,new york,brooklyn,11228,,1601,7513 fort hamilton pkwy
16661,CDM,PPD,SHP647-304,1-24J3X2J,,United_States,irina berlin medical pc,new york,brooklyn,11229,,1603,40 west brighton avenuesuite 104
16668,CDM,PPD,SHP647-306,1-25TK5LX,,United_States,atlantic gastroenterology pc,new york,brooklyn,11235,,1610,2797 ocean parkway1st floor
16675,CDM,PPD,SHP647-301,1-11164BA,,United_States,dr igor grosman  dr jay e weissbluth,new york,brooklyn,11235,,1617,1517 voorhies avenue
16682,CDM,PRA,TAK-906-5006,58058,1-1SF31IR,United_States,ny scientific,ny,brooklyn,11235,,1624,1517 voorhies avenueground and 1st floors
16684,CDM,PPD,SHP647-301,1-112J8K3,,United_States,new yorkpresbyterianqueens,new york,flushing,11355,,1626,5645 main streetgastroenterology
16686,CDM,PPD,SHP647-303,1-2468BD4,,United_States,nyu langone medical center,new york,flushing,11355,,1628,13221 41st avenue
16693,CDM,PPD,SHP647-301,1-1118O7Z,,United_States,sing chan md,new york,flushing,11355,,1635,14241 41st avenuesuite p10
16695,CDM,PPD,SHP620-303,1-TJB5NT,,United_States,weill cornell medical college,new york,flushing,11355,,1637,5645 main streetnew york hospital queens nyhq
16696,CDM,PPD,NSMM-5001,1-LECJKN,,United_States,queens medical associates pc,new york,fresh meadows,11365,,1638,17660 union turnpike
16698,CDM,PPD,SHP465-308,1-1NWR87K,,United_States,dr david l hurwitz md,new york,flushing,11367,,1640,14715 70th road
16699,CDM,PPD,SHP647-303,1-4NFZS6G,,United_States,smart medical research,new york,jackson heights,11372,,1641,7013 37th avenue
16706,CDM,PPD,SHP647-303,1-2UESSTD,,United_States,forest hills gastroenterology,new york,forest hills,11375,,1648,10840 queens blvd
16713,CDM,PPD,SHP647-301,1-1118OCA,,United_States,medex treatment and diagnostic center,new york,forest hills,11375,,1655,11129 queen  boulevard
16715,CDM,PPD,SHP647-301,1-1116RXA,,United_States,ima medical research pc,new york,kew gardens,11415,,1657,8002 kew gardens roadconcourse level
16717,CDM,IQVIA,161406,161406-103,1-1X3PDPH,United_States,montefiore medical center prime,bronx,new york,11501,,1659,200 old country rd
16718,CDM,PPD,SHP647-301,1-11164GE,,United_States,progressive gastroenterology center,new york,mineola,11501,,1660,200 old country road
16720,CDM,PPD,Pevonedistat-1016,1-3M8FDXT,,United_States,winthrop hospital nyu,new york,mineola,11501,,1662,mineola boulevard
16721,CDM,PPD,Brigatinib-1003,1-628478V,,United_States,winthrop university hospital,new york,mineola,11501,,1663,120 mineola boulevardsuite 210
16723,CDM,PPD,SHP607-202,1-15NMQZ4,,United_States,winthrop university hospital,new york,mineola,11501,,1665,200 old country road
16725,CDM,IQVIA,161406,161406-117,1-1VK6089,United_States,winthrop university,mineola,new york,11501,,1667,222 station plaza northsuite 350a
16726,CDM,PPD,SHP647-302,1-22FSDEY,,United_States,gastroenterology associates pc,new york,garden city,11530,,1668,1103 stewart avenuesuite 300
16733,CDM,PPD,NSMM-5001,58040,,United_States,saint francis hospital,new york,east hills,11548,,1675,2200 northern blvdthe cancer insitute at st francis hospital  the heart centersuite 100a
16734,CDM,PPD,MLN0002-3024,1-7JXXRHW,,United_States,donald and barbara zucker school of medicine at hofstranorthwell,new york,hempstead,115490001,,1676,500 hofstra boulevard9th tower manhasset
16735,CDM,PPD,SHP647-301,1-205DH0Q,,United_States,all island gastroenterology and liver associates pc,new york,malverne,11565,,1677,1 arlington avenue
16742,CDM,ICON,C25003,,307985,United_States,memorial sloan kettering cancer center rockville centre,new york,rockville centre,11570,,1684,1000 n village avenue
16743,CDM,PPD,P2002,1-67C52VI,,United_States,saint francis hospital,new york,roslyn,11576,,1685,100 port washington boulevardcancer centersuite 100
16745,CDM,PPD,SHP620-303,1-TJ8NUM,,United_States,southside hospital,new york,bay shore,11706,,1687,301 e main street
16746,CDM,ICON,C25003,,290727,United_States,memorial sloankettering cancer center,new york,commack,117255404,,1688,650 commack rd
16747,CDM,PPD,Pevonedistat-3001,1-17QOV5H,,United_States,north shore hematology oncology association pc,new york,east setauket,11733,,1689,235 north belle mead rd
16751,CDM,PPD,MLN0002-3025,3025-58020,,United_States,stony brook university medical center,new york,east setauket,11733,,1693,33 research wayclinical research center
16753,CDM,PPD,SHP647-301,1-Y14RJ1,,United_States,suny stony brook university hospital,new york,east setauket,117339292,,1695,3 technology drivedepartment of gastroenterologysuite 300
16755,CDM,PPD,SHP647-306,1-25TK5Q2,,United_States,west carver medical group a division of prohealth,new york,huntington,11743,,1697,200 west carver street
16762,CDM,PPD,SHP647-302,1-22FSDIC,,United_States,huntington medical group,new york,huntington station,11746,,1704,180 east pulaski road
16772,CDM,PPD,C16014,1-HCRY3,,United_States,northport va medical center  navref  ppds,new york,northport,11768,,1714,79 middleville road
16773,CDM,PPD,TAK-079-1004,1-62KIMZL,,United_States,new york cancer  blood specialists,new york,port jefferson station,11776,,1715,1201 route 112
16777,CDM,PPD,Brigatinib-1002,1-62CEKZP,,United_States,stoney brook university hospital,new york,stony brook,11794,,1719,100 nicolls roadhelath science center pediatric hematolog and oncology
16779,CDM,PPD,P2002,58027,,United_States,stony brook medicine,new york,stony brook,11794,,1721,101 nicolls roadhealth sciences center level 18 room 030
16780,CDM,PRA,TAK-954-2004,58027,1-1OYIQK3,United_States,stony brook university hospital,ny,stony brook,11794,,1722,101 nicolls road
16781,CDM,PPD,SHP607-202,1-15NMR07,,United_States,stony brook university medical center,new york,stony brook,11794,,1723,100 nicolls roadchildrens hospital
16782,CDM,PPD,TAK-951-2001,1-70MN81M,,United_States,stony brook university medical center,new york,stony brook,11794,,1724,101 nicolls road
16783,CDM,IQVIA,161503,113,1-2YUEJVP,United_States,stony brook university hospital,stony brook,new york,117940001,,1725,putnam hall south campus
16786,CDM,PRA,Ponatinib-3001,58022,1-1LYCX9I,United_States,stony brook university medical center,ny,stony brook,117949446,,1728,3 edmond d pellegrino road2nd floor
16787,CDM,PPD,SHP620-303,1-TIJFEU,,United_States,beth israel medical center,new york,west islap,11795,,1729,1145 monttauch hwy3rd floorbaird hall
16791,CDM,PPD,SHP647-302,302-766,,United_States,baystate medical center,massachusetts,springfield,1199,,1733,759 chestnut streettolosky centersuite 3a  3b
16798,CDM,PPD,SHP647-305,1-ZWXQXT,,United_States,bfs gastroenterology,massachusetts,pittsfield,1201,,1740,777 north streetsuite 203
16800,CDM,PPD,SHP647-302,1-22G0NKZ,,United_States,saratoga schenectady gastroenterology associates,new york,burnt hills,12027,,1742,848 route 50pobox 569
16807,CDM,PPD,SHP647-301,1-ZGHKAX,,United_States,advanced gastroenterology,new york,troy,12180,,1749,147 hoosick street
16809,CDM,PPD,SHP647-305,1-112AVAO,,United_States,samaritan hospital,new york,troy,12180,,1751,2215 burdett avenue
16811,CDM,PPD,SHP647-301,1-XE26Q3,,United_States,research foundation of state university of new york,new york,albany,12201,,1753,post office box 9
16813,CDM,PPD,SHP647-301,1-ZGHK9J,,United_States,jerffrey gerson md,new york,albany,12203,,1755,112 great oaks boulevardsuite 300
16815,CDM,ICON,C25003,,278859,United_States,us oncology,new york,albany,12205,,1757,400 patroon creek blvd
16816,CDM,PPD,SHP647-301,1-ZH6JF0,,United_States,albany gastroenterology,new york,albany,12206,,1758,1375 washington avenue
16818,CDM,PPD,SHP607-202,1-15NMQXE,,United_States,albany medical center,new york,albany,12208,,1760,43 new scotland avenue
16821,CDM,PPD,SHP647-305,1-XEOOFY,,United_States,albany medical college,new york,albany,12208,,1763,47 new scotland avenue
16824,CDM,PRA,Brigatinib-3001,58015,1-1PKH0EC,United_States,new york oncology hematology  albany medical center,ny,albany,12208,,1766,43 new scotland avenuemail code 7
16825,CDM,PPD,SHP647-301,1-205DH34,,United_States,digestive disease associates of schemedady,new york,schemedady,12309,,1767,2147 eastern parkway
16832,CDM,PPD,P2002,58017,,United_States,medical college of wisconsin,wisconsin,milwaukee,12345,,1774,9200 west wisconsin avenue
16833,CDM,PPD,TAK-981-1502,1-6TY38NO,,United_States,the medical college of wisconsin inc,wisconsin,milwaukee,12345,,1775,9200 west wisconsin avenuehematology and oncology
16834,CDM,PPD,SHP647-304,1-24J3WYR,,United_States,hudson valley gastroenterology pc,new york,kingston,124014522,,1776,26 pearl street
16841,CDM,PPD,SHP647-306,1-4BE6SEL,,United_States,digestive disease center of the hudson valley,new york,fishkill,12524,,1783,400 westage business center drivesuite 209
16848,CDM,PPD,SHP647-301,1-1113FC7,,United_States,mid hudson medical research pllc,new york,new windsor,12553,,1790,448 temple hill road
16850,CDM,PPD,C16014,58100,,United_States,hudson valley hematology oncology  usor,new york,poughkeepsie,12601,,1792,159 barnegat road
16853,CDM,PPD,SHP647-301,1-XE2706,,United_States,premier medical group,new york,poughkeepsie,12601,,1795,243 north road
16855,CDM,PPD,SHP647-305,1-XG2TJT,,United_States,premier medical group of the hudson valley,new york,poughkeepsie,12601,,1797,243 north roadgi divisionsuite 304
16857,CDM,IQVIA,Vedolizumab-4014,58096,1-2WL9JOV,United_States,premier medical group of the hudson valley pc,poughkeepsie,new york,12601,,1799,1 columbia streetsuite 390
16859,CDM,PPD,C16014,1-F9G47,,United_States,vasser brothers medical center,new york,dutchess,12601,,1801,7 fox streetsuite 204
16861,CDM,PPD,SHP647-302,1-22FSD7V,,United_States,associated gastroenterologists of cny pc township 5 plaza,new york,camillus,13031,,1803,260 township boulevardsuite 20
16868,CDM,PPD,C16014,1092,,United_States,hematology oncology associates of central new york,new york,east syracuse,13057,,1810,5008 brittonfield parkway
16869,CDM,PPD,TAK-007-2001,1-7EY4W5O,,United_States,suny upstate medical center,new york,east syracuse,13057,,1811,7277 snowball run
16870,CDM,PPD,SHP647-301,1-109GCMS,,United_States,medical research associates of cny pllc,new york,liverpool,13088,,1812,5112 west taft roadsuite h
16872,CDM,PPD,MLN0002-3024,3024-58018,,United_States,suny upstate medical center,new york,syracuse,132022240,,1814,90 presidential plz rm 4064
16874,CDM,PPD,SHP607-202,1-15NMR0K,,United_States,crouse hospital,new york,syracuse,13210,,1816,736 irving avenue
16882,CDM,PPD,SHP634-404,118,,United_States,state university of new york upstate medical center suny,new york,syracuse,13210,,1824,505 irving avenueinstitute for human performance clinical research unit
16887,CDM,PPD,HOS,148,,United_States,suny upstate medical center,new york,syracuse,13210,,1829,725 irving avenuecenter for development behavior and geneticssuite 112
16888,CDM,PPD,P2002,1-5IZYBH7,,United_States,suny upstate medical center,new york,syracuse,13210,,1830,750 east adams street
16891,CDM,PPD,SHP647-301,1-ZUUUMT,,United_States,syracuse gastroenterological,new york,syracuse,13210,,1833,739 irving avenuesuite 400
16894,CDM,PPD,SHP647-301,1-ZUUUPW,,United_States,digestive disease medicine,new york,utica,13502,,1836,110 business park drive
