"SR_NUM_1","SR_NUM_2","SITE_NAME_COMPARISON_SCORE","STATE_COMPARISON_SCORE","CITY_COMPARISON_SCORE","POSTAL_CODE_COMPARISON_SCORE","CONCAT_ADDRESS_COMPARISON_SCORE","NUM_OF_MATCHES_FOUND"
29501,354,0,1,1,0,3,5
30213,354,0,1,1,0,3,5
30890,354,0,1,1,0,3,5
31584,354,0,1,1,0,3,5
31638,354,0,1,1,0,3,5
33923,354,1,1,1,1,3,7
35053,354,0,1,1,0,3,5
843,355,0,1,1,1,3,6
2175,355,1,1,1,1,3,7
2664,355,0,1,1,0,3,5
2913,355,1,1,1,1,3,7
8360,355,0,1,1,1,3,6
8982,355,1,0,1,1,3,6
9075,355,0,1,1,1,3,6
9600,355,0,1,1,1,3,6
10107,355,0,1,1,1,3,6
10225,355,0,1,1,1,3,6
11280,355,1,1,1,1,3,7
11972,355,0,1,1,1,3,6
11973,355,1,1,1,1,3,7
12939,355,0,1,1,0,3,5
15861,355,1,1,1,1,3,7
16753,355,0,1,1,0,3,5
21088,355,0,1,0,1,3,5
22273,355,0,1,1,1,3,6
23556,355,0,0,1,0,3,4
25009,355,0,0,1,0,3,4
25084,355,0,1,1,0,3,5
26331,355,0,1,1,0,3,5
26906,355,0,1,1,0,3,5
27665,355,0,1,1,0,3,5
27707,355,0,1,1,0,3,5
27814,355,0,1,1,0,3,5
28941,355,1,1,1,0,3,6
29366,355,0,1,1,1,3,6
30890,355,0,1,1,0,3,5
31638,355,0,1,1,0,3,5
33923,355,0,1,1,1,3,6
35053,355,0,1,1,0,3,5
2599,423,1,1,1,1,3,7
13077,424,1,1,1,1,3,7
13349,424,1,1,1,1,0,4
16688,424,1,1,1,1,0,4
21103,424,1,1,1,1,0,4
22295,424,1,1,1,1,0,4
25803,424,1,1,1,1,0,4
767,506,1,1,1,1,3,7
2408,506,0,1,1,1,3,6
2662,506,0,1,1,1,3,6
9699,506,0,1,1,1,3,6
11411,506,0,1,1,1,3,6
12814,506,0,1,1,1,3,6
21094,506,0,1,1,1,3,6
21553,506,0,1,1,1,3,6
21834,506,0,1,1,1,3,6
23693,506,0,1,1,1,3,6
30088,506,0,1,1,1,3,6
31529,506,0,1,1,1,3,6
9090,507,1,1,1,1,3,7
9334,507,1,1,1,1,3,7
10557,507,1,1,1,1,3,7
11485,507,1,1,1,1,3,7
12812,507,1,1,1,1,0,4
13032,507,1,1,1,1,0,4
16099,507,1,1,1,1,3,7
30033,507,1,1,1,1,0,4
30147,507,1,1,1,1,0,4
32003,507,1,1,1,1,0,4
34133,507,1,1,1,1,0,4
34568,507,1,1,1,1,0,4
13410,508,0,0,1,1,3,5
16493,509,0,1,1,1,3,6
19136,509,0,1,1,1,3,6
23659,509,1,1,1,1,3,7
