SR_NUM_1,SR_NUM_2,SITE_NAME_COMPARISON_SCORE,STATE_COMPARISON_SCORE,CITY_COMPARISON_SCORE,POSTAL_CODE_COMPARISON_SCORE,CONCAT_ADDRESS_COMPARISON_SCORE,NUM_OF_MATCHES_FOUND,COUNTRY
8074,8071,1,1,1,1,3,7,Italy
8076,8075,1,1,1,1,3,7,Italy
8078,8077,1,1,1,1,0,4,Italy
8079,8077,1,1,1,1,0,4,Italy
8090,8089,1,1,1,1,0,4,Italy
8091,8089,1,1,1,1,0,4,Italy
8094,8093,0,0,1,1,3,5,Italy
8106,8093,0,1,0,1,3,5,Italy
8097,8096,1,1,1,1,3,7,Italy
8098,8096,1,1,1,1,3,7,Italy
8099,8096,1,1,1,1,3,7,Italy
8100,8096,1,1,1,1,3,7,Italy
8101,8096,1,1,1,1,3,7,Italy
8102,8096,1,1,1,1,3,7,Italy
8105,8096,1,1,1,1,0,4,Italy
8104,8103,1,1,1,1,3,7,Italy
8108,8107,1,1,1,1,0,4,Italy
8109,8107,1,1,1,1,0,4,Italy
8111,8110,1,1,1,1,3,7,Italy
8113,8112,1,1,1,1,3,7,Italy
8114,8112,1,1,1,1,3,7,Italy
8117,8116,1,1,1,1,3,7,Italy
8119,8118,1,1,1,1,3,7,Italy
8121,8120,1,1,1,1,3,7,Italy
8122,8120,1,1,1,1,0,4,Italy
8124,8123,1,1,1,1,3,7,Italy
8130,8129,1,1,1,1,3,7,Italy
8131,8129,1,1,1,1,3,7,Italy
8132,8129,1,1,1,1,3,7,Italy
8133,8129,1,1,1,1,3,7,Italy
8134,8129,1,1,1,1,3,7,Italy
8135,8129,1,1,1,1,3,7,Italy
8137,8136,1,1,1,1,3,7,Italy
8139,8136,0,1,1,1,3,6,Italy
8288,8136,1,1,1,0,3,6,Italy
8289,8138,0,1,1,0,3,5,Italy
8142,8141,1,1,1,1,3,7,Italy
8147,8144,1,1,1,1,3,7,Italy
8148,8144,1,1,1,1,3,7,Italy
8149,8144,1,1,1,1,3,7,Italy
8150,8144,1,1,1,1,3,7,Italy
8151,8144,1,1,1,1,3,7,Italy
8152,8144,1,1,1,1,3,7,Italy
8153,8144,1,1,1,1,3,7,Italy
8154,8144,1,1,1,1,3,7,Italy
8146,8145,1,1,1,1,3,7,Italy
8156,8155,1,1,1,1,3,7,Italy
8158,8155,1,1,1,1,3,7,Italy
8159,8157,1,1,1,1,3,7,Italy
8162,8161,1,1,1,1,3,7,Italy
8164,8163,1,1,1,1,0,4,Italy
8176,8163,0,0,0,1,3,4,Italy
8167,8166,1,1,1,1,3,7,Italy
8168,8166,1,1,1,1,3,7,Italy
8169,8166,1,1,1,1,3,7,Italy
8170,8166,1,1,1,1,3,7,Italy
8171,8166,1,1,1,1,3,7,Italy
8172,8166,1,1,1,1,3,7,Italy
8173,8166,1,1,1,1,3,7,Italy
8174,8166,1,1,1,1,3,7,Italy
8175,8166,1,1,1,1,3,7,Italy
8177,8166,1,1,1,1,3,7,Italy
8180,8179,1,1,1,1,3,7,Italy
8181,8179,1,1,1,1,3,7,Italy
8182,8179,1,1,1,1,3,7,Italy
8183,8179,1,1,1,1,3,7,Italy
8184,8179,1,1,1,1,3,7,Italy
8185,8179,1,1,1,1,3,7,Italy
8188,8187,1,1,1,1,3,7,Italy
8189,8187,1,1,1,1,3,7,Italy
8190,8187,1,1,1,1,3,7,Italy
8191,8187,1,1,1,1,3,7,Italy
8218,8187,1,1,1,1,3,7,Italy
8192,8187,1,1,1,1,0,4,Italy
8212,8187,1,1,1,1,0,4,Italy
8215,8187,1,1,1,1,0,4,Italy
8217,8187,1,1,1,1,0,4,Italy
8194,8193,1,1,1,1,3,7,Italy
8196,8195,1,1,1,1,3,7,Italy
8197,8195,1,1,1,1,3,7,Italy
8204,8198,1,1,1,1,0,4,Italy
8211,8198,1,1,1,1,0,4,Italy
8200,8199,1,1,1,1,3,7,Italy
8201,8199,1,1,1,1,3,7,Italy
8202,8199,1,1,1,1,3,7,Italy
8203,8199,1,1,1,1,3,7,Italy
8205,8199,1,1,1,1,3,7,Italy
8207,8199,1,1,1,1,3,7,Italy
8208,8199,1,1,1,1,3,7,Italy
8210,8199,1,1,1,1,3,7,Italy
8209,8206,1,1,1,1,3,7,Italy
8213,8206,1,0,1,1,3,6,Italy
8216,8214,1,1,1,1,3,7,Italy
8222,8221,1,1,1,1,3,7,Italy
8226,8225,1,1,1,1,3,7,Italy
8227,8225,1,1,1,1,3,7,Italy
8229,8228,1,1,1,1,3,7,Italy
8230,8228,1,1,1,1,3,7,Italy
8231,8228,1,1,1,1,0,4,Italy
8232,8228,1,1,1,1,0,4,Italy
8238,8237,1,1,1,1,3,7,Italy
8241,8240,1,1,1,1,3,7,Italy
8242,8240,1,1,1,1,3,7,Italy
8244,8243,1,1,1,1,3,7,Italy
8245,8243,1,1,1,1,3,7,Italy
8253,8247,1,0,0,1,3,5,Italy
8248,8247,1,1,1,1,0,4,Italy
8250,8249,1,1,1,1,3,7,Italy
8251,8249,1,1,1,1,0,4,Italy
8252,8249,1,1,1,1,0,4,Italy
8255,8254,1,1,1,1,3,7,Italy
8258,8257,1,1,1,1,3,7,Italy
8259,8257,1,1,1,1,0,4,Italy
8261,8260,1,1,1,1,3,7,Italy
8263,8262,1,1,1,1,3,7,Italy
8266,8265,1,1,1,1,0,4,Italy
8267,8265,1,1,1,1,0,4,Italy
8269,8268,1,1,1,1,0,4,Italy
8271,8268,1,1,1,1,0,4,Italy
8272,8270,1,1,1,1,3,7,Italy
8274,8270,0,1,1,1,3,6,Italy
8276,8275,1,1,1,1,3,7,Italy
8279,8278,1,1,1,1,3,7,Italy
8280,8278,1,1,1,1,3,7,Italy
8282,8281,1,1,1,1,3,7,Italy
8283,8281,1,1,1,1,3,7,Italy
8284,8281,1,1,1,1,3,7,Italy
8285,8281,1,1,1,1,3,7,Italy
8286,8281,1,1,1,1,3,7,Italy
8287,8281,1,1,1,1,3,7,Italy
8295,8290,0,0,1,1,3,5,Italy
8292,8291,1,1,1,1,3,7,Italy
8296,8290,1,1,1,1,0,4,Italy
8304,8297,0,0,1,1,3,5,Italy
8299,8298,1,1,1,1,3,7,Italy
8300,8298,1,1,1,1,3,7,Italy
8301,8298,1,1,1,1,3,7,Italy
8302,8298,1,1,1,1,3,7,Italy
8303,8298,1,1,1,1,3,7,Italy
8306,8305,1,1,1,1,3,7,Italy
8307,8305,1,1,1,1,3,7,Italy
8308,8305,1,1,1,1,3,7,Italy
8309,8305,1,1,1,1,3,7,Italy
8310,8305,1,1,1,1,3,7,Italy
8311,8305,1,1,1,1,3,7,Italy
8320,8312,1,1,1,0,3,6,Italy
8315,8314,1,1,1,1,3,7,Italy
8318,8317,1,1,1,1,3,7,Italy
8321,8319,1,1,1,1,0,4,Italy
8327,8323,1,1,1,1,3,7,Italy
8328,8323,1,1,1,1,3,7,Italy
8329,8323,1,1,1,1,3,7,Italy
8325,8324,1,1,1,1,3,7,Italy
